,team,half,min,x_start,y_start,outcome,type_def,game,type_id
1662,Australia,1,32,49.559999999999995,3.28,1,Interception,Australia vs Netherlands,8
1663,Netherlands,1,32,56.16,13.92,1,Interception,Australia vs Netherlands,8
1664,Australia,1,33,47.64,58.160000000000004,1,Interception,Australia vs Netherlands,8
1665,Netherlands,1,34,43.199999999999996,14.719999999999999,1,Interception,Australia vs Netherlands,8
1666,Netherlands,1,36,27.479999999999997,73.60000000000001,1,Interception,Australia vs Netherlands,8
1667,Australia,1,42,64.32,16.72,1,Interception,Australia vs Netherlands,8
1668,Netherlands,1,46,25.08,75.52000000000001,1,Interception,Australia vs Netherlands,8
1669,Australia,2,45,52.199999999999996,71.67999999999999,1,Interception,Australia vs Netherlands,8
1670,Australia,2,48,46.32,32.24,1,Interception,Australia vs Netherlands,8
1671,Netherlands,2,48,56.64,48.24,1,Interception,Australia vs Netherlands,8
1672,Australia,2,48,37.32,71.12,1,Interception,Australia vs Netherlands,8
1673,Netherlands,2,48,78.48,11.280000000000001,1,Interception,Australia vs Netherlands,8
1674,Australia,2,55,69.36,39.44,1,Interception,Australia vs Netherlands,8
1675,Australia,2,63,28.08,17.680000000000003,1,Interception,Australia vs Netherlands,8
1676,Australia,2,66,97.2,65.84,1,Interception,Australia vs Netherlands,8
1677,Australia,2,68,11.88,33.2,1,Interception,Australia vs Netherlands,8
1678,Australia,2,70,34.44,4.4799999999999995,1,Interception,Australia vs Netherlands,8
1679,Netherlands,2,74,29.879999999999995,34.160000000000004,1,Interception,Australia vs Netherlands,8
1680,Australia,2,83,46.199999999999996,12.72,1,Interception,Australia vs Netherlands,8
1681,Australia,2,83,71.75999999999999,5.120000000000001,1,Interception,Australia vs Netherlands,8
1682,Australia,2,88,44.879999999999995,53.04,1,Interception,Australia vs Netherlands,8
1683,Netherlands,2,90,47.4,15.52,1,Interception,Australia vs Netherlands,8
1684,Australia,2,91,45.0,17.44,1,Interception,Australia vs Netherlands,8
1685,Uruguay,1,0,63.84,5.36,1,Interception,Uruguay vs England,8
1686,Uruguay,1,2,69.36,6.4,1,Interception,Uruguay vs England,8
1687,England,1,7,51.6,67.04,1,Interception,Uruguay vs England,8
1688,Uruguay,1,11,17.76,69.52000000000001,1,Interception,Uruguay vs England,8
1689,Uruguay,1,13,43.92,74.64,1,Interception,Uruguay vs England,8
1690,England,1,15,65.16,52.32000000000001,1,Interception,Uruguay vs England,8
1691,Uruguay,1,16,15.48,30.32,1,Interception,Uruguay vs England,8
1692,Uruguay,1,21,47.279999999999994,58.08,1,Interception,Uruguay vs England,8
1693,Uruguay,1,24,34.32,6.32,1,Interception,Uruguay vs England,8
1694,England,1,24,76.67999999999999,72.72000000000001,1,Interception,Uruguay vs England,8
1695,Uruguay,1,29,32.879999999999995,63.92000000000001,1,Interception,Uruguay vs England,8
1696,Uruguay,1,31,23.279999999999998,49.2,1,Interception,Uruguay vs England,8
1697,England,1,40,55.68,64.24,1,Interception,Uruguay vs England,8
1698,Uruguay,1,44,29.879999999999995,55.04,1,Interception,Uruguay vs England,8
1699,Uruguay,1,44,29.52,73.2,1,Interception,Uruguay vs England,8
1700,Uruguay,2,51,53.879999999999995,29.28,1,Interception,Uruguay vs England,8
1701,Uruguay,2,52,24.720000000000002,6.640000000000001,1,Interception,Uruguay vs England,8
1702,Uruguay,2,59,46.440000000000005,62.96000000000001,1,Interception,Uruguay vs England,8
1703,Uruguay,2,65,32.879999999999995,4.16,1,Interception,Uruguay vs England,8
1704,Uruguay,2,66,19.56,76.80000000000001,1,Interception,Uruguay vs England,8
1705,England,2,70,31.439999999999998,71.76,1,Interception,Uruguay vs England,8
1706,Uruguay,2,76,11.16,49.84,1,Interception,Uruguay vs England,8
1707,Uruguay,2,78,95.75999999999999,56.0,1,Interception,Uruguay vs England,8
1708,Uruguay,2,90,13.44,24.560000000000002,1,Interception,Uruguay vs England,8
1709,Italy,1,2,77.28,23.36,1,Interception,Italy vs Costa Rica,8
1710,Italy,1,3,53.04,43.2,1,Interception,Italy vs Costa Rica,8
1711,Italy,1,17,52.559999999999995,75.76,1,Interception,Italy vs Costa Rica,8
1712,Italy,1,17,56.04,68.24,1,Interception,Italy vs Costa Rica,8
1713,Italy,1,18,33.12,71.12,1,Interception,Italy vs Costa Rica,8
1714,Costa Rica,1,20,64.2,51.6,1,Interception,Italy vs Costa Rica,8
1715,Italy,1,20,38.16,30.560000000000002,1,Interception,Italy vs Costa Rica,8
1716,Italy,1,22,71.28,15.12,1,Interception,Italy vs Costa Rica,8
1717,Italy,1,25,75.47999999999999,50.64,1,Interception,Italy vs Costa Rica,8
1718,Italy,1,28,17.16,36.160000000000004,1,Interception,Italy vs Costa Rica,8
1719,Costa Rica,1,33,24.12,23.6,1,Interception,Italy vs Costa Rica,8
1720,Italy,1,38,40.199999999999996,65.12,1,Interception,Italy vs Costa Rica,8
1721,Costa Rica,1,38,64.44,32.72,1,Interception,Italy vs Costa Rica,8
1722,Costa Rica,1,39,47.52,22.16,1,Interception,Italy vs Costa Rica,8
1723,Italy,1,39,49.440000000000005,29.92,1,Interception,Italy vs Costa Rica,8
1724,Italy,2,45,32.4,37.52,1,Interception,Italy vs Costa Rica,8
1725,Costa Rica,2,53,35.16,54.800000000000004,1,Interception,Italy vs Costa Rica,8
1726,Costa Rica,2,53,26.76,60.56,1,Interception,Italy vs Costa Rica,8
1727,Italy,2,53,61.44,35.44,1,Interception,Italy vs Costa Rica,8
1728,Italy,2,54,72.6,75.84,1,Interception,Italy vs Costa Rica,8
1729,Costa Rica,2,55,27.24,14.32,1,Interception,Italy vs Costa Rica,8
1730,Costa Rica,2,56,32.04,61.28,1,Interception,Italy vs Costa Rica,8
1731,Italy,2,56,50.879999999999995,48.72,1,Interception,Italy vs Costa Rica,8
1732,Italy,2,60,66.24,5.120000000000001,1,Interception,Italy vs Costa Rica,8
1733,Italy,2,60,68.39999999999999,52.400000000000006,1,Interception,Italy vs Costa Rica,8
1734,Italy,2,62,42.24,4.88,1,Interception,Italy vs Costa Rica,8
1735,Costa Rica,2,62,36.12,33.28,1,Interception,Italy vs Costa Rica,8
1736,Costa Rica,2,62,35.76,51.6,1,Interception,Italy vs Costa Rica,8
1737,Costa Rica,2,63,66.0,4.64,1,Interception,Italy vs Costa Rica,8
1738,Costa Rica,2,74,53.16,41.52,1,Interception,Italy vs Costa Rica,8
1739,Italy,2,76,31.08,60.0,1,Interception,Italy vs Costa Rica,8
1740,Italy,2,76,35.279999999999994,14.56,1,Interception,Italy vs Costa Rica,8
1741,Italy,2,82,51.6,36.4,1,Interception,Italy vs Costa Rica,8
1742,Italy,2,91,28.92,72.48,1,Interception,Italy vs Costa Rica,8
1743,Argentina,1,15,61.92,74.08,1,Interception,Argentina vs Iran,8
1744,Iran,1,20,57.0,10.48,1,Interception,Argentina vs Iran,8
1745,Argentina,1,29,77.75999999999999,71.44,1,Interception,Argentina vs Iran,8
1746,Iran,1,29,19.439999999999998,27.6,1,Interception,Argentina vs Iran,8
1747,Argentina,1,45,58.32,77.04,1,Interception,Argentina vs Iran,8
1748,Iran,2,45,30.479999999999997,53.84,1,Interception,Argentina vs Iran,8
1749,Argentina,2,57,73.08,69.67999999999999,1,Interception,Argentina vs Iran,8
1750,Iran,2,58,27.12,34.24,1,Interception,Argentina vs Iran,8
1751,Iran,2,71,36.239999999999995,23.28,1,Interception,Argentina vs Iran,8
1752,Iran,2,74,34.44,22.880000000000003,1,Interception,Argentina vs Iran,8
1753,Argentina,2,74,74.88,48.400000000000006,1,Interception,Argentina vs Iran,8
1754,Germany,1,2,42.48,74.56,1,Interception,Germany vs Ghana,8
1755,Ghana,1,6,24.84,25.200000000000003,1,Interception,Germany vs Ghana,8
1756,Germany,1,10,66.96,20.240000000000002,1,Interception,Germany vs Ghana,8
1757,Ghana,1,17,36.48,16.0,1,Interception,Germany vs Ghana,8
1758,Ghana,1,17,64.44,62.08,1,Interception,Germany vs Ghana,8
1759,Ghana,1,18,9.48,61.6,1,Interception,Germany vs Ghana,8
1760,Germany,1,20,61.08,9.520000000000001,1,Interception,Germany vs Ghana,8
1761,Ghana,1,20,6.0,42.88,1,Interception,Germany vs Ghana,8
1762,Ghana,1,24,29.04,48.88,1,Interception,Germany vs Ghana,8
1763,Ghana,1,24,31.32,70.88,1,Interception,Germany vs Ghana,8
1764,Ghana,1,25,56.879999999999995,40.32,1,Interception,Germany vs Ghana,8
1765,Ghana,1,27,44.76,5.84,1,Interception,Germany vs Ghana,8
1766,Ghana,1,27,73.08,30.32,1,Interception,Germany vs Ghana,8
1767,Ghana,1,31,92.28,33.760000000000005,1,Interception,Germany vs Ghana,8
1768,Germany,1,32,25.92,60.48,1,Interception,Germany vs Ghana,8
1769,Germany,1,37,29.639999999999997,76.24,1,Interception,Germany vs Ghana,8
1770,Ghana,1,40,24.0,72.4,1,Interception,Germany vs Ghana,8
1771,Germany,1,40,78.6,61.120000000000005,1,Interception,Germany vs Ghana,8
1772,Germany,2,45,31.56,64.0,1,Interception,Germany vs Ghana,8
1773,Ghana,2,47,47.16,18.16,1,Interception,Germany vs Ghana,8
1774,Ghana,2,55,64.08,34.96,1,Interception,Germany vs Ghana,8
1775,Ghana,2,59,30.0,21.12,1,Interception,Germany vs Ghana,8
1776,Ghana,2,59,34.8,43.68000000000001,1,Interception,Germany vs Ghana,8
1777,Ghana,2,61,46.92,53.04,1,Interception,Germany vs Ghana,8
1778,Ghana,2,62,72.12,27.360000000000003,1,Interception,Germany vs Ghana,8
1779,Ghana,2,65,22.08,72.96000000000001,1,Interception,Germany vs Ghana,8
1780,Ghana,2,82,29.52,21.6,1,Interception,Germany vs Ghana,8
1781,Ghana,2,83,22.679999999999996,25.28,1,Interception,Germany vs Ghana,8
1782,Ghana,2,83,15.6,38.0,1,Interception,Germany vs Ghana,8
1783,Ghana,2,87,46.440000000000005,10.96,1,Interception,Germany vs Ghana,8
1784,Algeria,1,0,32.52,11.280000000000001,1,Interception,South Korea vs Algeria,8
1785,South Korea,1,2,42.24,76.0,1,Interception,South Korea vs Algeria,8
1786,Algeria,1,5,42.0,51.2,1,Interception,South Korea vs Algeria,8
1787,South Korea,1,7,15.36,58.879999999999995,1,Interception,South Korea vs Algeria,8
1788,South Korea,1,14,45.959999999999994,46.800000000000004,1,Interception,South Korea vs Algeria,8
1789,South Korea,1,14,84.71999999999998,1.6,1,Interception,South Korea vs Algeria,8
1790,Algeria,1,16,76.91999999999999,77.52000000000001,1,Interception,South Korea vs Algeria,8
1791,South Korea,1,23,31.92,25.680000000000003,1,Interception,South Korea vs Algeria,8
1792,South Korea,1,24,64.2,2.9600000000000004,1,Interception,South Korea vs Algeria,8
1793,South Korea,1,24,39.24,45.6,1,Interception,South Korea vs Algeria,8
1794,Algeria,1,25,30.479999999999997,60.720000000000006,1,Interception,South Korea vs Algeria,8
1795,South Korea,1,29,72.6,49.2,1,Interception,South Korea vs Algeria,8
1796,Algeria,1,33,69.36,63.52000000000001,1,Interception,South Korea vs Algeria,8
1797,Algeria,1,34,37.8,45.120000000000005,1,Interception,South Korea vs Algeria,8
1798,Algeria,1,39,40.68,30.080000000000002,1,Interception,South Korea vs Algeria,8
1799,Algeria,2,46,32.76,46.480000000000004,1,Interception,South Korea vs Algeria,8
1800,Algeria,2,48,18.96,37.839999999999996,1,Interception,South Korea vs Algeria,8
1801,Algeria,2,54,42.0,76.56,1,Interception,South Korea vs Algeria,8
1802,Algeria,2,57,40.8,64.8,1,Interception,South Korea vs Algeria,8
1803,Algeria,2,58,47.64,11.280000000000001,1,Interception,South Korea vs Algeria,8
1804,South Korea,2,67,46.559999999999995,18.96,1,Interception,South Korea vs Algeria,8
1805,Algeria,2,69,88.44,76.80000000000001,1,Interception,South Korea vs Algeria,8
1806,South Korea,2,81,53.04,7.6000000000000005,1,Interception,South Korea vs Algeria,8
1807,South Korea,2,84,52.92,25.28,1,Interception,South Korea vs Algeria,8
1808,Algeria,2,92,14.52,28.24,1,Interception,South Korea vs Algeria,8
1809,Brazil,1,0,79.2,2.8000000000000003,1,Interception,Cameroon vs Brazil,8
1810,Brazil,1,3,53.16,22.16,1,Interception,Cameroon vs Brazil,8
1811,Brazil,1,6,62.16,70.0,1,Interception,Cameroon vs Brazil,8
1812,Cameroon,1,9,54.84,39.68000000000001,1,Interception,Cameroon vs Brazil,8
1813,Cameroon,1,17,28.92,10.96,1,Interception,Cameroon vs Brazil,8
1814,Cameroon,1,19,18.48,42.400000000000006,1,Interception,Cameroon vs Brazil,8
1815,Cameroon,1,22,52.08,52.32000000000001,1,Interception,Cameroon vs Brazil,8
1816,Cameroon,1,27,17.76,41.44,1,Interception,Cameroon vs Brazil,8
1817,Cameroon,1,31,36.72,38.080000000000005,1,Interception,Cameroon vs Brazil,8
1818,Brazil,1,31,71.28,26.880000000000003,1,Interception,Cameroon vs Brazil,8
1819,Cameroon,1,35,43.92,44.800000000000004,1,Interception,Cameroon vs Brazil,8
1820,Cameroon,1,36,76.2,63.52000000000001,1,Interception,Cameroon vs Brazil,8
1821,Cameroon,1,42,25.439999999999998,33.44,1,Interception,Cameroon vs Brazil,8
1822,Brazil,1,42,29.04,74.16000000000001,1,Interception,Cameroon vs Brazil,8
1823,Cameroon,2,53,17.04,47.68000000000001,1,Interception,Cameroon vs Brazil,8
1824,Brazil,2,54,23.88,73.2,1,Interception,Cameroon vs Brazil,8
1825,Cameroon,2,56,54.6,27.360000000000003,1,Interception,Cameroon vs Brazil,8
1826,Cameroon,2,58,80.04,60.32000000000001,1,Interception,Cameroon vs Brazil,8
1827,Brazil,2,61,77.16,7.5200000000000005,1,Interception,Cameroon vs Brazil,8
1828,Cameroon,2,61,44.64,36.160000000000004,1,Interception,Cameroon vs Brazil,8
1829,Cameroon,2,62,30.36,43.2,1,Interception,Cameroon vs Brazil,8
1830,Cameroon,2,65,81.36,4.64,1,Interception,Cameroon vs Brazil,8
1831,Cameroon,2,66,67.44,42.72,1,Interception,Cameroon vs Brazil,8
1832,Cameroon,2,67,25.56,26.0,1,Interception,Cameroon vs Brazil,8
1833,Brazil,2,69,27.96,39.52,1,Interception,Cameroon vs Brazil,8
1834,Brazil,2,75,74.39999999999999,4.24,1,Interception,Cameroon vs Brazil,8
1835,Brazil,2,78,30.479999999999997,23.6,1,Interception,Cameroon vs Brazil,8
1836,Brazil,2,85,66.72,76.80000000000001,1,Interception,Cameroon vs Brazil,8
1837,Brazil,2,87,30.479999999999997,69.92,1,Interception,Cameroon vs Brazil,8
1838,Cameroon,2,87,51.84,49.6,1,Interception,Cameroon vs Brazil,8
1839,Brazil,2,88,34.32,53.6,1,Interception,Cameroon vs Brazil,8
1840,Cameroon,2,88,63.959999999999994,60.56,1,Interception,Cameroon vs Brazil,8
1841,Cameroon,2,89,101.52,72.4,1,Interception,Cameroon vs Brazil,8
1842,Brazil,2,93,74.39999999999999,21.840000000000003,1,Interception,Cameroon vs Brazil,8
1843,Australia,1,1,44.279999999999994,72.96000000000001,1,Interception,Australia vs Spain,8
1844,Spain,1,8,50.879999999999995,61.36000000000001,1,Interception,Australia vs Spain,8
1845,Australia,1,8,9.24,4.24,1,Interception,Australia vs Spain,8
1846,Australia,1,8,12.360000000000001,4.88,1,Interception,Australia vs Spain,8
1847,Spain,1,9,77.16,35.839999999999996,1,Interception,Australia vs Spain,8
1848,Spain,1,12,48.6,16.48,1,Interception,Australia vs Spain,8
1849,Spain,1,14,52.08,56.0,1,Interception,Australia vs Spain,8
1850,Australia,1,14,40.68,74.08,1,Interception,Australia vs Spain,8
1851,Spain,1,17,47.64,62.0,1,Interception,Australia vs Spain,8
1852,Spain,1,17,43.559999999999995,11.68,1,Interception,Australia vs Spain,8
1853,Spain,1,18,37.56,53.120000000000005,1,Interception,Australia vs Spain,8
1854,Spain,1,20,79.44,54.879999999999995,1,Interception,Australia vs Spain,8
1855,Spain,1,27,13.799999999999999,76.08,1,Interception,Australia vs Spain,8
1856,Australia,1,32,16.919999999999998,31.360000000000003,1,Interception,Australia vs Spain,8
1857,Spain,1,32,45.12,4.720000000000001,1,Interception,Australia vs Spain,8
1858,Spain,1,34,25.439999999999998,55.92000000000001,1,Interception,Australia vs Spain,8
1859,Spain,1,36,34.8,69.2,1,Interception,Australia vs Spain,8
1860,Spain,1,37,20.279999999999998,4.4799999999999995,1,Interception,Australia vs Spain,8
1861,Spain,1,39,53.879999999999995,13.36,1,Interception,Australia vs Spain,8
1862,Spain,1,44,70.92,27.680000000000003,1,Interception,Australia vs Spain,8
1863,Spain,2,45,33.48,78.24000000000001,1,Interception,Australia vs Spain,8
1864,Spain,2,45,29.4,44.64,1,Interception,Australia vs Spain,8
1865,Spain,2,46,51.48,50.480000000000004,1,Interception,Australia vs Spain,8
1866,Spain,2,47,44.52,1.8399999999999999,1,Interception,Australia vs Spain,8
1867,Australia,2,48,83.88000000000001,76.80000000000001,1,Interception,Australia vs Spain,8
1868,Australia,2,50,17.88,44.88,1,Interception,Australia vs Spain,8
1869,Spain,2,50,76.08,40.56,1,Interception,Australia vs Spain,8
1870,Australia,2,57,43.08,62.800000000000004,1,Interception,Australia vs Spain,8
1871,Australia,2,63,20.639999999999997,37.28,1,Interception,Australia vs Spain,8
1872,Spain,2,64,19.8,35.68,1,Interception,Australia vs Spain,8
1873,Spain,2,66,74.75999999999999,57.120000000000005,1,Interception,Australia vs Spain,8
1874,Spain,2,74,47.879999999999995,75.04,1,Interception,Australia vs Spain,8
1875,Australia,2,75,53.64,28.400000000000002,1,Interception,Australia vs Spain,8
1876,Spain,2,77,95.64,8.24,1,Interception,Australia vs Spain,8
1877,Spain,2,79,29.16,36.800000000000004,1,Interception,Australia vs Spain,8
1878,Spain,2,89,75.24,8.72,1,Interception,Australia vs Spain,8
1879,Chile,1,1,46.68,4.24,1,Interception,Netherlands vs Chile,8
1880,Netherlands,1,4,34.56,55.28,1,Interception,Netherlands vs Chile,8
1881,Chile,1,11,15.96,14.240000000000002,1,Interception,Netherlands vs Chile,8
1882,Chile,1,16,35.16,65.84,1,Interception,Netherlands vs Chile,8
1883,Netherlands,1,18,30.24,39.6,1,Interception,Netherlands vs Chile,8
1884,Netherlands,1,30,15.6,26.880000000000003,1,Interception,Netherlands vs Chile,8
1885,Netherlands,1,31,35.4,22.560000000000002,1,Interception,Netherlands vs Chile,8
1886,Netherlands,1,32,62.879999999999995,19.12,1,Interception,Netherlands vs Chile,8
1887,Chile,1,32,24.36,53.52000000000001,1,Interception,Netherlands vs Chile,8
1888,Netherlands,1,37,53.279999999999994,76.80000000000001,1,Interception,Netherlands vs Chile,8
1889,Netherlands,1,38,27.479999999999997,74.48,1,Interception,Netherlands vs Chile,8
1890,Netherlands,1,40,30.0,64.56,1,Interception,Netherlands vs Chile,8
1891,Netherlands,1,41,49.32,64.48,1,Interception,Netherlands vs Chile,8
1892,Netherlands,1,41,8.16,26.72,1,Interception,Netherlands vs Chile,8
1893,Netherlands,1,41,56.4,33.6,1,Interception,Netherlands vs Chile,8
1894,Netherlands,2,47,28.439999999999998,4.08,1,Interception,Netherlands vs Chile,8
1895,Netherlands,2,49,45.959999999999994,77.92000000000002,1,Interception,Netherlands vs Chile,8
1896,Chile,2,50,39.48,6.56,1,Interception,Netherlands vs Chile,8
1897,Chile,2,50,37.32,76.16000000000001,1,Interception,Netherlands vs Chile,8
1898,Netherlands,2,58,28.56,16.16,1,Interception,Netherlands vs Chile,8
1899,Netherlands,2,59,66.24,63.68,1,Interception,Netherlands vs Chile,8
1900,Chile,2,61,72.6,61.760000000000005,1,Interception,Netherlands vs Chile,8
1901,Chile,2,66,25.32,24.560000000000002,1,Interception,Netherlands vs Chile,8
1902,Netherlands,2,71,38.279999999999994,51.120000000000005,1,Interception,Netherlands vs Chile,8
1903,Netherlands,2,75,36.0,3.5200000000000005,1,Interception,Netherlands vs Chile,8
1904,Netherlands,2,86,24.24,73.84,1,Interception,Netherlands vs Chile,8
1905,England,1,0,20.52,70.48,1,Interception,Costa Rica vs England,8
1906,England,1,1,30.479999999999997,8.0,1,Interception,Costa Rica vs England,8
1907,Costa Rica,1,1,72.36,72.16000000000001,1,Interception,Costa Rica vs England,8
1908,England,1,2,52.559999999999995,7.840000000000001,1,Interception,Costa Rica vs England,8
1909,England,1,4,33.0,62.720000000000006,1,Interception,Costa Rica vs England,8
1910,Costa Rica,1,5,43.68,73.44,1,Interception,Costa Rica vs England,8
1911,England,1,5,78.48,50.080000000000005,1,Interception,Costa Rica vs England,8
1912,England,1,5,16.2,54.800000000000004,1,Interception,Costa Rica vs England,8
1913,Costa Rica,1,6,77.16,72.4,1,Interception,Costa Rica vs England,8
1914,England,1,10,63.12,1.36,1,Interception,Costa Rica vs England,8
1915,Costa Rica,1,11,45.84,15.280000000000001,1,Interception,Costa Rica vs England,8
1916,England,1,13,71.52,2.9600000000000004,1,Interception,Costa Rica vs England,8
1917,Costa Rica,1,14,36.12,28.880000000000003,1,Interception,Costa Rica vs England,8
1918,England,1,18,43.08,78.0,1,Interception,Costa Rica vs England,8
1919,Costa Rica,1,19,26.279999999999998,52.400000000000006,1,Interception,Costa Rica vs England,8
1920,England,1,29,30.72,38.0,1,Interception,Costa Rica vs England,8
1921,England,1,31,70.8,2.5600000000000005,1,Interception,Costa Rica vs England,8
1922,Costa Rica,1,37,48.24,34.0,1,Interception,Costa Rica vs England,8
1923,England,1,39,50.279999999999994,77.68,1,Interception,Costa Rica vs England,8
1924,England,1,41,67.2,65.12,1,Interception,Costa Rica vs England,8
1925,Costa Rica,2,45,32.52,54.32000000000001,1,Interception,Costa Rica vs England,8
1926,Costa Rica,2,58,4.919999999999999,31.760000000000005,1,Interception,Costa Rica vs England,8
1927,Costa Rica,2,61,61.44,41.44,1,Interception,Costa Rica vs England,8
1928,England,2,61,42.24,24.080000000000002,1,Interception,Costa Rica vs England,8
1929,Costa Rica,2,62,31.56,31.12,1,Interception,Costa Rica vs England,8
1930,Costa Rica,2,63,32.04,57.2,1,Interception,Costa Rica vs England,8
1931,Costa Rica,2,63,39.35999999999999,62.800000000000004,1,Interception,Costa Rica vs England,8
1932,England,2,63,67.08,17.2,1,Interception,Costa Rica vs England,8
1933,England,2,65,56.04,63.52000000000001,1,Interception,Costa Rica vs England,8
1934,Costa Rica,2,66,28.439999999999998,27.439999999999998,1,Interception,Costa Rica vs England,8
1935,Costa Rica,2,80,13.44,69.52000000000001,1,Interception,Costa Rica vs England,8
1936,Costa Rica,2,82,32.4,61.84,1,Interception,Costa Rica vs England,8
1937,Costa Rica,2,90,18.72,54.48,1,Interception,Costa Rica vs England,8
1938,England,2,90,50.52,31.28,1,Interception,Costa Rica vs England,8
1939,Nigeria,1,6,49.8,21.12,1,Interception,Nigeria vs Argentina,8
1940,Nigeria,1,6,14.879999999999999,24.080000000000002,1,Interception,Nigeria vs Argentina,8
1941,Nigeria,1,11,14.52,31.52,1,Interception,Nigeria vs Argentina,8
1942,Argentina,1,14,74.28,4.24,1,Interception,Nigeria vs Argentina,8
1943,Argentina,1,15,49.08,54.08,1,Interception,Nigeria vs Argentina,8
1944,Nigeria,1,17,32.04,66.4,1,Interception,Nigeria vs Argentina,8
1945,Nigeria,1,17,30.599999999999998,32.96,1,Interception,Nigeria vs Argentina,8
1946,Argentina,1,19,45.959999999999994,69.67999999999999,1,Interception,Nigeria vs Argentina,8
1947,Argentina,1,20,14.639999999999999,53.84,1,Interception,Nigeria vs Argentina,8
1948,Argentina,1,20,28.439999999999998,53.6,1,Interception,Nigeria vs Argentina,8
1949,Argentina,1,22,30.599999999999998,8.56,1,Interception,Nigeria vs Argentina,8
1950,Argentina,1,34,73.8,61.04,1,Interception,Nigeria vs Argentina,8
1951,Nigeria,1,41,22.56,26.24,1,Interception,Nigeria vs Argentina,8
1952,Nigeria,2,51,5.28,46.96000000000001,1,Interception,Nigeria vs Argentina,8
1953,Argentina,2,52,61.08,34.88,1,Interception,Nigeria vs Argentina,8
1954,Argentina,2,54,48.24,16.32,1,Interception,Nigeria vs Argentina,8
1955,Argentina,2,55,44.64,9.600000000000001,1,Interception,Nigeria vs Argentina,8
1956,Nigeria,2,57,24.36,75.36,1,Interception,Nigeria vs Argentina,8
1957,Argentina,2,58,81.0,13.680000000000001,1,Interception,Nigeria vs Argentina,8
1958,Nigeria,2,68,12.839999999999998,64.24,1,Interception,Nigeria vs Argentina,8
1959,Nigeria,2,68,15.96,59.84,1,Interception,Nigeria vs Argentina,8
1960,Argentina,2,71,44.76,18.64,1,Interception,Nigeria vs Argentina,8
1961,Nigeria,2,80,66.12,15.840000000000002,1,Interception,Nigeria vs Argentina,8
1962,Nigeria,2,82,68.88,8.56,1,Interception,Nigeria vs Argentina,8
1963,Argentina,2,82,38.4,68.96000000000001,1,Interception,Nigeria vs Argentina,8
1964,Argentina,2,84,38.879999999999995,29.12,1,Interception,Nigeria vs Argentina,8
1965,Argentina,2,85,36.36,22.16,1,Interception,Nigeria vs Argentina,8
1966,Nigeria,2,85,22.92,22.880000000000003,1,Interception,Nigeria vs Argentina,8
1967,Nigeria,2,86,17.04,8.8,1,Interception,Nigeria vs Argentina,8
1968,Argentina,2,86,15.239999999999998,38.0,1,Interception,Nigeria vs Argentina,8
1969,Germany,1,5,65.39999999999999,56.400000000000006,1,Interception,USA vs Germany,8
1970,Germany,1,8,36.36,60.0,1,Interception,USA vs Germany,8
1971,USA,1,13,38.04,50.080000000000005,1,Interception,USA vs Germany,8
1972,Germany,1,15,56.16,71.92,1,Interception,USA vs Germany,8
1973,USA,1,22,27.720000000000002,76.24,1,Interception,USA vs Germany,8
1974,USA,1,34,21.24,22.64,1,Interception,USA vs Germany,8
1975,Germany,1,35,74.64,24.240000000000002,1,Interception,USA vs Germany,8
1976,USA,1,41,13.2,27.439999999999998,1,Interception,USA vs Germany,8
1977,USA,2,55,24.599999999999998,49.68000000000001,1,Interception,USA vs Germany,8
1978,USA,2,59,46.32,70.96000000000001,1,Interception,USA vs Germany,8
1979,USA,2,61,31.92,24.8,1,Interception,USA vs Germany,8
1980,USA,2,70,23.88,30.080000000000002,1,Interception,USA vs Germany,8
1981,USA,2,72,86.64,56.400000000000006,1,Interception,USA vs Germany,8
1982,USA,2,76,24.96,6.4,1,Interception,USA vs Germany,8
1983,Germany,2,81,35.16,17.919999999999998,1,Interception,USA vs Germany,8
1984,Algeria,1,0,55.440000000000005,11.200000000000001,1,Interception,Algeria vs Russia,8
1985,Algeria,1,3,49.8,27.12,1,Interception,Algeria vs Russia,8
1986,Russia,1,4,44.4,2.4800000000000004,1,Interception,Algeria vs Russia,8
1987,Russia,1,4,28.799999999999997,9.840000000000002,1,Interception,Algeria vs Russia,8
1988,Russia,1,8,48.0,9.76,1,Interception,Algeria vs Russia,8
1989,Algeria,1,9,42.48,5.84,1,Interception,Algeria vs Russia,8
1990,Russia,1,10,29.759999999999998,77.2,1,Interception,Algeria vs Russia,8
1991,Algeria,1,12,56.64,14.56,1,Interception,Algeria vs Russia,8
1992,Algeria,1,14,44.64,45.6,1,Interception,Algeria vs Russia,8
1993,Russia,1,14,31.679999999999996,64.48,1,Interception,Algeria vs Russia,8
1994,Algeria,1,15,16.56,31.12,1,Interception,Algeria vs Russia,8
1995,Algeria,1,17,7.919999999999999,75.52000000000001,1,Interception,Algeria vs Russia,8
1996,Algeria,1,30,67.55999999999999,45.52,1,Interception,Algeria vs Russia,8
1997,Russia,1,36,49.440000000000005,4.720000000000001,1,Interception,Algeria vs Russia,8
1998,Russia,1,36,39.24,41.92,1,Interception,Algeria vs Russia,8
1999,Algeria,1,45,12.239999999999998,30.080000000000002,1,Interception,Algeria vs Russia,8
2000,Algeria,2,46,52.92,71.44,1,Interception,Algeria vs Russia,8
2001,Russia,2,49,33.0,5.2,1,Interception,Algeria vs Russia,8
